Reused Comment,Reused Comment Author (Role),Reused Code Author,Reused Chunk Name (Assignment),Reused Code Link,Reused Date,Parent Comment,Parent Comment Author (Role),Parent Code Author,Parent Chunk Name (Assignment),Parent Code Link,Parent Date
"180, 2 are  #magicnumber s, which should be named constants instead #important",erjonat (S),ethankim,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91908#comment-204032,2015-02-11 17:06:56,"180 and 2 are #magicnumber s, which should be named constant instead",erjonat (S),npeaks,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90183#comment-204022,2015-02-11 17:00:17
"While this works due to order of operations flow, it would be easier to read and understand if, for instance, you put ""180.0 - (360.0/sides)"".",hcg (S),kellysh,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91244#comment-204669,2015-02-11 22:35:06,"Although this works due to order of operations flow, it would be easier to read and understand if, for instance, you put ""(sides-2) * (180.0/sides).""",hcg (S),hugoz,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90172#comment-204619,2015-02-11 22:09:25
"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212976,2015-03-02 20:51:50,"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),liherman,FilterTest (ps1),https://10.18.6.30/chunks/view/97179#comment-212972,2015-03-02 20:50:19
"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212977,2015-03-02 20:51:50,"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),liherman,FilterTest (ps1),https://10.18.6.30/chunks/view/97179#comment-212972,2015-03-02 20:50:19
"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212978,2015-03-02 20:51:52,"Dont use a lot of lines for that.
You can use commas to add more Tweets in the same line:
$ private static Tweet tweet1, tweet2, tweet3;",espinoza (S),liherman,FilterTest (ps1),https://10.18.6.30/chunks/view/97179#comment-212972,2015-03-02 20:50:19
You can condense the entire function into one return statement (return writtenByYourself || ...).,rsloan (S),liandrea,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91798#comment-203189,2015-02-11 08:53:50,You can condense the entire function into one return statement (return writtenByYourself || ...),rsloan (S),gcliang,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90651#comment-203180,2015-02-11 08:45:03
"Remember that a return statement will break your method and not return anything else after it. In other words, if the ""if"" statement returns true, nothing else will be read from mayUseCodeInAssignment, so consider removing the else.",pineiro (S),huertas,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/92033#comment-205788,2015-02-12 18:18:06,"Remember that a return statement will break your method and not return anything else after it. In other words, if the ""if"" statement returns true, nothing else will be read from mayUseCodeInAssignment, so consider removing the else.",pineiro (S),abe707,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90982#comment-205769,2015-02-12 18:04:33
"According to check style, you are using tab characters; you might want to consider configuring eclipse to do space characters so when some other program opens your code, the spaces don't get messed up. Be careful to double check after you configure eclipse, that your old code(the code you already wrote) may still be in tab characters. there is way to set all your old code to use space characters instead of tabs.",wjarvis (S),lgustaf,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90319#comment-206015,2015-02-12 20:39:15,"I can't tell if you are using tab characters by just looking at your code with my eyes. If you are, definitely suggesting to configure to space characters. Another thing to be aware of is, once you configure eclipse to use space characters instead, your old code(the code you already wrote) may still be in tab characters. You should double check on each project and there is way to set all your old code to use space characters instead of tabs.",wjarvis (S),johnla,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90684#comment-205985,2015-02-12 20:30:25
"According to check style, you are using tab characters; you should configure eclipse to do space characters so when some other program opens your code, the spaces don't get messed up. Be careful to double check after you configure eclipse, that your old code(the code you already wrote) may still be in tab characters. there is way to set all your old code to use space characters instead of tabs.",wjarvis (S),lgustaf,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90319#comment-206017,2015-02-12 20:39:16,"I can't tell if you are using tab characters by just looking at your code with my eyes. If you are, definitely suggesting to configure to space characters. Another thing to be aware of is, once you configure eclipse to use space characters instead, your old code(the code you already wrote) may still be in tab characters. You should double check on each project and there is way to set all your old code to use space characters instead of tabs.",wjarvis (S),johnla,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90684#comment-205985,2015-02-12 20:30:25
"Since usernames are not case-sensitive, you should test usernames with different cases. All of your test cases have all lowercase usernames.",elin1 (S),tonycao,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95871#comment-208164,2015-02-28 11:14:38,"Since usernames are not case-sensitive, you should test usernames with different cases. All of your test cases have all lowercase usernames.",elin1 (S),cavery,ExtractTest (ps1),https://10.18.6.30/chunks/view/95924#comment-208141,2015-02-28 10:57:45
"You can collapse this into a single line as ""private static Instant d1, d2;"" and on line 46 as ""private static Tweet tweet1, tweet2, tweet3, tweet1Prime, tweet2Prime;""",atitus (S),ebartell,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95962#comment-208576,2015-02-28 14:41:11,"You can collapse this into a single line as ""private static Instant d1, d2, d3, d4;"" and on line 46 as ""private static Tweet tweet1, tweet2, tweet3, tweet4, tweet5;""",atitus (S),anr,ExtractTest (ps1),https://10.18.6.30/chunks/view/95967#comment-208426,2015-02-28 13:19:08
Remove unneeded whitespace. This whitespace is superfluous and just takes up space.,inspired (S),scb,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89359#comment-203197,2015-02-11 08:58:08,Remove unneeded whitespace. This whitespace is superfluous and just takes up space.,inspired (S),emberley,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91024#comment-203179,2015-02-11 08:44:54
Since the four else if clauses below all return false you can combine them.,gebhard (S),cjdesno,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91423#comment-203281,2015-02-11 10:07:15,Second this comment. I am not sure if this class has a line limit but some companies will not let you exceed a character limit per line. This may be the end of the gray coloring.,gebhard (S),jyucra,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91743#comment-203273,2015-02-11 10:02:24
"As the checkstyle bot says, this can be summarized as return ( !implementationRequired && ... )",ethankim (S),zhangd,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89865#comment-203614,2015-02-11 13:54:42,"This part doesn't properly work.
For example, a piece of code not written by yourself, that is available to others, that is not written as coursework, where implementation is not required CAN be used if you cite it properly. However, this would return false here.",ethankim (S),ejfegan,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90463#comment-203524,2015-02-11 13:25:37
"A return statement breaks out of the function, so the use of else is not necessary.",ejfegan (S),neriam,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90196#comment-203211,2015-02-11 09:10:39,"A return statement breaks out of the function, so the use of else is not necessary.",ejfegan (S),snmishra,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89744#comment-203190,2015-02-11 08:54:10
It would be good to include a comment on why you subtract exteriorAngle from 180.,kellysh (S),webyun,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91708#comment-204534,2015-02-11 21:37:22,It would be good to include a comment on why you subtract calculateRegularPolygonAngle from 180.,kellysh (S),zhangd,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89874#comment-204491,2015-02-11 21:19:02
"Consistency is really important in writing code. If you use brackets in all your other if-else statements, you should be using brackets here too. That said, I agree with the other commenters that lines 41-44 can be reduced to a single return statement.",shikexue (T),eleanorp,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90075#comment-206394,2015-02-13 15:45:08,"I agree that you can't guarantee that the hash code is a bijection. However, this is not checking whether hashCode is a bijection. Instead, I am checking whether identical documents produce the same hashCode (which really just means checking that the mapping is a function at all).",shikexue (T),shikexue,DocumentTest (ps2),https://10.18.6.30/chunks/view/59542#comment-114497,2014-03-17 21:18:41
You can replace this block with a single return statement to simplify the code.,sidds (S),snmishra,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89744#comment-204908,2015-02-12 00:32:52,You can replace this block with a return statement to make the code easier to read and understand.,sidds (S),deannah,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90695#comment-204897,2015-02-12 00:24:25
Add explanations for what cases these tests cover,tricias (S),hcg,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/89578#comment-204141,2015-02-11 17:52:56,Add explanations for what cases these tests cover,tricias (S),ayanez,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91411#comment-204113,2015-02-11 17:42:01
This statement is only relevant if you enter the else statement.  You could alternatively just return the boolean statement in the else directly.,nlucas (S),eshirley,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90861#comment-203569,2015-02-11 13:39:57,This statement is only called if you enter the else statement.  You could alternatively just return the boolean statement in the else directly.,nlucas (S),eshirley,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90861#comment-203544,2015-02-11 13:31:31
You can delete this line.,2016bmw (T),noambt,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/90064#comment-206347,2015-02-13 10:16:22,You can delete this line.,2016bmw (T),lvnguyen,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91412#comment-206346,2015-02-13 10:14:21
"Maybe including comments below the partitioning strategy to describe exactly what you're going to do to test the method would be useful - e.g. test1 empty list inputted, test2 one input tweet, etc etc to show you've covered all the partitionings you mention",rbeyer (S),nrakover,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96286#comment-208908,2015-02-28 19:34:34,"Maybe including comments below the partitioning strategy to describe exactly what you're going to do to test the method would be useful - e.g. test1 empty list inputted, test2 one input tweet, etc etc to show you've covered all the partitionings you mention",rbeyer (S),inspired,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95492#comment-208907,2015-02-28 19:33:11
"Since these variables don't change once you initialize them, you should make them final.",echentw (S),tcheyne,FilterTest (ps1),https://10.18.6.30/chunks/view/94959#comment-208134,2015-02-28 10:49:54,"Since these variables do not change after you initialize them, it might be better to make them final.",echentw (S),mingy,ExtractTest (ps1),https://10.18.6.30/chunks/view/95649#comment-208109,2015-02-28 10:34:43
A suggestion is to give meaningful names and behaviors for tweets so that one doesn''t need to look them up again when referencing them,lvnguyen (S),ainezm,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95993#comment-208148,2015-02-28 11:01:01,A suggestion is to give meaningful names and behaviors for tweets so that one doesn''t need to look them up again when referencing them,lvnguyen (S),dpchen,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95118#comment-208142,2015-02-28 10:57:56
"More descriptive names (for example, tweet4MixedCapitalizationUsername for a tweet with username ""AlYssa"") might make the tests more readable",liandrea (S),lgustaf,FilterTest (ps1),https://10.18.6.30/chunks/view/95102#comment-208685,2015-02-28 16:14:35,"More descriptive names (for example, tweet3ThreeAM for a tweet tweeted at 3am) would make the tests more readable",liandrea (S),garzai,FilterTest (ps1),https://10.18.6.30/chunks/view/95269#comment-208643,2015-02-28 15:37:05
You should remove this line as you have already finish this part.,witchakk (T),alexh95,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91710#comment-206389,2015-02-13 15:23:24,"This is not your code, but you should remove this as you have already finish this part.",witchakk (T),colella,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/38321#comment-26855,2013-11-07 00:47:24
"It might be helpful to test some more edge cases with '@' signs, e.g. the tweet ""@"" or the tweet ""@x@y"" -- edge-case parsing behavior isn't really stressed here",npinsker (S),tonycao,ExtractTest (ps1),https://10.18.6.30/chunks/view/95867#comment-210784,2015-03-01 18:39:24,"It might be helpful to test some more edge cases with '@' signs, e.g. the tweet ""@"" or the tweet ""@x@y"" -- edge-case parsing behavior isn't really stressed here",npinsker (S),sravya,ExtractTest (ps1),https://10.18.6.30/chunks/view/95256#comment-210752,2015-03-01 18:10:57
Add explanations for what cases these tests cover,tricias (S),padillap,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91775#comment-204134,2015-02-11 17:50:57,Add explanations for what cases these tests cover,tricias (S),ayanez,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91411#comment-204113,2015-02-11 17:42:01
"Consider still making a d4 for tweet4 for consistency. If you want d4 and d1 to be the same time, you can just do d4 = d1;. (And the same for tweet5, 6, 7, 8).",lahuang4 (S),jlwass,ExtractTest (ps1),https://10.18.6.30/chunks/view/95000#comment-208692,2015-02-28 16:16:15,"Consider still making a d3 for tweet3 for consistency. If you want d3 and d1 to be the same time, you can just do d3 = d1;. (And the same for tweet4, 5, 6).",lahuang4 (S),ccaldera,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96205#comment-208687,2015-02-28 16:15:02
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),vye16,FilterTest (ps1),https://10.18.6.30/chunks/view/95694#comment-210575,2015-03-01 16:35:01,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),lynnt,ExtractTest (ps1),https://10.18.6.30/chunks/view/96777#comment-210569,2015-03-01 16:34:26
Explain your partitions for each test case. ,espinoza (S),mbasile,ExtractTest (ps1),https://10.18.6.30/chunks/view/97626#comment-212960,2015-03-02 20:46:04,Explain your partitions for each test case. ,espinoza (S),zpsaras,ExtractTest (ps1),https://10.18.6.30/chunks/view/97681#comment-212904,2015-03-02 20:23:48
"See ""Tab policy"" here: http://web.mit.edu/6.005/www/sp15/getting-started/#config-eclipse",lakras (T),shyin,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96229#comment-213181,2015-03-02 22:03:56,"See ""Tab policy"" here: http://web.mit.edu/6.005/www/sp15/getting-started/#config-eclipse",lakras (T),cmozarmi,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91862#comment-205696,2015-02-12 17:27:36
"Although your titAlthough your titles are descriptive, it would be helpful to have comments accompanying each test to specify which partitions it is covering. ",gcliang (S),lucasem,FilterTest (ps1),https://10.18.6.30/chunks/view/95475#comment-210676,2015-03-01 17:28:00,"Although your titles are descriptive, it would be helpful to have comments accompanying each test to specify which partitions it is covering. ",gcliang (S),cajubelt,FilterTest (ps1),https://10.18.6.30/chunks/view/96000#comment-210675,2015-03-01 17:25:08
You may also want to test the order at which words appear in a tweet vs the order they appear in the list of words.,jpmccabe (T),helik,FilterTest (ps1),https://10.18.6.30/chunks/view/97252#comment-212197,2015-03-02 13:31:25,You may also want to test the order at which words appear in a tweet vs the order they appear in the lis of words.,jpmccabe (T),hcg,FilterTest (ps1),https://10.18.6.30/chunks/view/97491#comment-212186,2015-03-02 13:20:21
"Add a comment explaining the math formula you are using to calculate the interior angle. As formulas get more complicated, this becomes more important.",echentw (S),shinjini,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91388#comment-204461,2015-02-11 20:52:07,"Add a comment explaining the math formula you are using to calculate the interior angle. As formulas get more complicated, this becomes more important.",echentw (S),jefflu,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89423#comment-204433,2015-02-11 20:44:09
"Consider still making a d3 for tweet3 for consistency. If you want d3 and d2 to be the same time, you can just do d3 = d2;. (And the same for tweet4, 5, 6).",lahuang4 (S),deannah,FilterTest (ps1),https://10.18.6.30/chunks/view/95596#comment-208739,2015-02-28 16:41:07,"Consider still making a d3 for tweet3 for consistency. If you want d3 and d1 to be the same time, you can just do d3 = d1;. (And the same for tweet4, 5, 6).",lahuang4 (S),ccaldera,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96205#comment-208687,2015-02-28 16:15:02
"My personal preference for representing doubles is to add the zero, i.e. ""360.0"". This increases clarity/readability as it can be easy to miss the ""."", but the "".0"" is more obvious.",hcg (S),mcover,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91873#comment-204698,2015-02-11 22:47:13,"My personal preference for representing doubles is to add the zero, i.e. ""180.0"". This increases clarity/readability as it can be easy to miss the ""."", but the "".0"" is more obvious.",hcg (S),liandrea,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91807#comment-204655,2015-02-11 22:25:26
"You don't seem to vary the capitalization of the usernames at all - how are you testing that ""alyssa"" == ""ALYssa""?",ashwang (S),aradhana,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96273#comment-208357,2015-02-28 12:28:39,"You don't seem to vary the capitalization of the usernames at all - how are you testing that ""alyssa"" == ""ALYssa""?",ashwang (S),dpchen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95116#comment-208355,2015-02-28 12:28:03
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),cjdesno,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97949#comment-212714,2015-03-02 18:27:21,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
It's probably not necessary to use a Javadoc comment here because there is no return value or parameters to the method - a normal single line or multiline comment works fine.,atitus (S),ganand,ExtractTest (ps1),https://10.18.6.30/chunks/view/95277#comment-208611,2015-02-28 14:59:44,It's probably not necessary to use a Javadoc comment here because there is no return value or parameters to the method - a normal single line or multiline comment works fine.,atitus (S),pgentili,FilterTest (ps1),https://10.18.6.30/chunks/view/95848#comment-208590,2015-02-28 14:46:00
"Consider moving these in with your tests so that all the tests for writtenBy are in one place and all the tests for inTimespan are in another place, etc.",lahuang4 (S),deannah,FilterTest (ps1),https://10.18.6.30/chunks/view/95596#comment-208737,2015-02-28 16:39:36,Consider moving these in with your tests so that all the tests for guessFollowsGraph are in one place and all the tests for influencers are in another place.,lahuang4 (S),jsgordon,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95458#comment-208703,2015-02-28 16:20:59
It would be good to include a comment on why you subtract calculateRegularPolygonAngle from 180.,kellysh (S),theronn,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90494#comment-204500,2015-02-11 21:22:59,It would be good to include a comment on why you subtract calculateRegularPolygonAngle from 180.,kellysh (S),zhangd,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89874#comment-204491,2015-02-11 21:19:02
"Print statements are great Print statements are great debugging tools but should be removed from the final commit. Didit's automated tests will show you the print output, which can clutter your test pages.",shikexue (T),zpsaras,SocialNetwork (ps1),https://10.18.6.30/chunks/view/97685#comment-212999,2015-03-02 20:58:50,"Print statements are great debugging tools but should be removed from the final commit. Didit's automated tests will show you the print output, which can clutter your test pages.",shikexue (T),kevchang,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97203#comment-212398,2015-03-02 15:34:05
"Why not use a for loopwhy not a for loop?
for(int i=0; i",ayanez (S),defne,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91509#comment-205993,2015-02-12 20:32:09,"why not a for loop?
for(int i=0; i<sides; i++)",ayanez (S),leungs,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91101#comment-205989,2015-02-12 20:30:40
maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),nlucas,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97150#comment-210646,2015-03-01 17:00:13,maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),eyxue,MyFilterTest (ps1),https://10.18.6.30/chunks/view/96872#comment-210578,2015-03-01 16:37:26
nice commenting!,cajubelt (S),garronc,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90194#comment-204191,2015-02-11 18:44:51,nice commenting!,cajubelt (S),ruisong,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89943#comment-203333,2015-02-11 10:47:35
"You can collapse this into a single line as ""private static Instant d1, d2, d3;"" and on line 72 as ""private static Tweet tweet1, tweet2, tweet3, tweet4, tweet5, tweet6, tweet7, tweet8, tweet9, tweet10;""",atitus (S),emberley,ExtractTest (ps1),https://10.18.6.30/chunks/view/95802#comment-208546,2015-02-28 14:32:32,"You can collapse this into a single line as ""private static Instant d1, d2, d3, d4;"" and on line 46 as ""private static Tweet tweet1, tweet2, tweet3, tweet4, tweet5;""",atitus (S),anr,ExtractTest (ps1),https://10.18.6.30/chunks/view/95967#comment-208426,2015-02-28 13:19:08
Note that you are going couterclockwise here.,brishima (S),ganand,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89830#comment-203535,2015-02-11 13:27:53,Note that you are going couterclockwise here.,brishima (S),deldar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90339#comment-203430,2015-02-11 11:50:34
"Consider still making a d7 for tweet7 for consistency. If you want d7 and d6 to be the same time, you can just do d7 = d6;. (And the same for tweet8).",lahuang4 (S),jabrown,ExtractTest (ps1),https://10.18.6.30/chunks/view/95529#comment-208728,2015-02-28 16:34:38,"Consider still making a d3 for tweet3 for consistency. If you want d3 and d1 to be the same time, you can just do d3 = d1;. (And the same for tweet4, 5, 6).",lahuang4 (S),ccaldera,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96205#comment-208687,2015-02-28 16:15:02
Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),npeaks,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96886#comment-210925,2015-03-01 19:57:29,Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),kelseyc,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96954#comment-210879,2015-03-01 19:36:31
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212985,2015-03-02 20:54:18,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
This method would potentially be easier to understand if you used a regex instead of an iteration-and-check method ,hcg (S),eshirley,Extract (ps1),https://10.18.6.30/chunks/view/97769#comment-212745,2015-03-02 18:59:23,"Not that this is super important, but the testing strategies section would be easier to read if you utilized indentation changes",hcg (S),mqiu,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97397#comment-212677,2015-03-02 18:11:13
You don't need to to create more Instant instances if they are all the same.,ddoss (S),rliu42,FilterTest (ps1),https://10.18.6.30/chunks/view/95146#comment-210472,2015-03-01 15:57:22,You don't need to to create more Instant instances if they are all the same.,ddoss (S),webyun,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96151#comment-210437,2015-03-01 15:47:34
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212986,2015-03-02 20:54:39,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),vtjeng,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96997#comment-210604,2015-03-01 16:45:32,maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),eyxue,MyFilterTest (ps1),https://10.18.6.30/chunks/view/96872#comment-210578,2015-03-01 16:37:26
Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),suganya,ExtractTest (ps1),https://10.18.6.30/chunks/view/96902#comment-210104,2015-03-01 13:38:07,Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),dhoule,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96705#comment-210065,2015-03-01 13:18:49
