Reused Comment,Reused Comment Author (Role),Reused Code Author,Reused Chunk Name (Assignment),Reused Code Link,Reused Date,Parent Comment,Parent Comment Author (Role),Parent Code Author,Parent Chunk Name (Assignment),Parent Code Link,Parent Date
Make this into a helper method so your code will be more DRY,csiu22 (S),ejfegan,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95501#comment-209059,2015-02-28 21:45:55,Make this into a helper method so your code will be more DRY,csiu22 (S),ebartell,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95960#comment-209049,2015-02-28 21:43:03
"A lot of this effectively copy/pasted from test to test. Consider how you might move this into a helper method, and call that helper method from inside your tests. (This might also make it easier to write additional tests.)",lakras (T),ajays235,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96082#comment-213141,2015-03-02 21:51:43,"A lot of this effectively copy/pasted from test to test. Consider how you might move this into a helper method, and call that helper method from inside your tests.",lakras (T),kiranw,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/94995#comment-213100,2015-03-02 21:41:52
"There is a Math function in Java which allows you to convert degrees to radians and radians to degrees. Check out Math.toRadians() and Math.toDegrees(), respectively. Also helps you get rid of the magic #.",castanom (S),brishima,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89896#comment-206225,2015-02-12 21:59:42,"There is a Math function in Java which allows you to convert degrees to radians and radians to degrees. Check out Math.toRadians() and Math.toDegrees(), respectively. Also helps you get rid of the magic #.",castanom (S),pbyang,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91608#comment-206170,2015-02-12 21:43:15
it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than just your test name.,zengty (S),mcover,ExtractTest (ps1),https://10.18.6.30/chunks/view/95540#comment-210489,2015-03-01 16:04:25,it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than your test name.,zengty (S),mfeffer,FilterTest (ps1),https://10.18.6.30/chunks/view/95826#comment-209038,2015-02-28 21:36:15
"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),tportnoi,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97841#comment-212399,2015-03-02 15:34:50,"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),arigreen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97407#comment-212349,2015-03-02 15:14:51
"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),chengdai,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96802#comment-210088,2015-03-01 13:27:34,"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns.",bellr (S),jusrey,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96683#comment-210060,2015-03-01 13:16:22
This line is excessively long. Consider adding a line break.,ddoss (S),jmcunnin,SocialNetwork (ps1),https://10.18.6.30/chunks/view/95523#comment-210434,2015-03-01 15:46:55,This line is excessively long. Consider adding a line break (perhaps before xCoords.get(i+1) for better readability).,ddoss (S),johnla,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90693#comment-204114,2015-02-11 17:42:16
"look into the Character.isLetterOrDigit() method! also, consider a helper method for this.",akshayr (S),adiaz327,Extract (ps1),https://10.18.6.30/chunks/view/97186#comment-213275,2015-03-02 23:55:44,look into the Character.isLetterOrDigit() method!,akshayr (S),adiaz327,Extract (ps1),https://10.18.6.30/chunks/view/97186#comment-212029,2015-03-02 11:14:12
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212988,2015-03-02 20:54:58,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),mtmcgraw,FilterTest (ps1),https://10.18.6.30/chunks/view/97318#comment-213093,2015-03-02 21:40:43,"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),delerme,FilterTest (ps1),https://10.18.6.30/chunks/view/98029#comment-212919,2015-03-02 20:29:17
"Math.atan2() takes arguments in the order: (deltaY, deltaX). I think you are doing it backwards.",osmanyc (S),jerop,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89412#comment-204845,2015-02-11 23:48:44,"Math.atan2() takes arguments in the order: (deltaY, deltaX). I think you are doing it backwards.",osmanyc (S),smohan94,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90671#comment-204754,2015-02-11 23:07:47
"Maybe document why you're multiplying by 180. Specifying Math.atan2(y,x)'s return range would also do- also future programmers who may want to modify your code wouldn't have to look it up.",alexh95 (S),cmozarmi,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91862#comment-204347,2015-02-11 19:58:56,"Maybe document why you're multiplying by 180. Specifying Math.atan2(y,x)'s return range would also do- also future programmers who may want to modify your code wouldn't have to look it up.",alexh95 (S),aradhana,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90018#comment-204299,2015-02-11 19:33:27
"Math.toDegrees is the same as 180.0/Math.PI, except it is more clear what you are doing (converting from radians to degrees.) At little trivial in this example, but good to know that Java libraries are rather extensive. If you want to something relatively complex (like a trigonometric function), there's probably a Java function for that already.",shikexue (T),tfh,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91564#comment-206442,2015-02-13 19:19:36,"Also, Math.toDegrees is the same as 180.0/Math.PI, except it is more clear what you are doing (converting from radians to degrees.) At little trivial in this example, but good to know that Java libraries are rather extensive. If you want to something relatively complex (like a trigonometric function), there's probably a Java function for that already.",sonokin (T),azma,TurtleSoup (ps0),https://10.18.6.30/chunks/view/2224#comment-1899,2013-02-11 22:09:19
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),lynnt,ExtractTest (ps1),https://10.18.6.30/chunks/view/96777#comment-210569,2015-03-01 16:34:26,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),seansoni,FilterTest (ps1),https://10.18.6.30/chunks/view/96690#comment-210530,2015-03-01 16:20:24
Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),slakshmi,FilterTest (ps1),https://10.18.6.30/chunks/view/97071#comment-210915,2015-03-01 19:53:38,Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),kelseyc,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96954#comment-210879,2015-03-01 19:36:31
"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),delerme,FilterTest (ps1),https://10.18.6.30/chunks/view/98029#comment-212919,2015-03-02 20:29:17,"It is redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),fcicileo,FilterTest (ps1),https://10.18.6.30/chunks/view/97565#comment-212848,2015-03-02 19:50:23
"possible bug here. if headingDiffernece is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-203664,2015-02-11 14:24:03,"possible bug here. if heading is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),peniel,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90249#comment-203650,2015-02-11 14:18:56
"Split this line into two, so it is easier for the reader",espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212980,2015-03-02 20:53:11,"Split this line into two, so it is easier for the reader",espinoza (S),dlerner,FilterTest (ps1),https://10.18.6.30/chunks/view/97383#comment-212951,2015-03-02 20:43:43
"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),hwang123,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97021#comment-210108,2015-03-01 13:41:20,"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),chengdai,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96802#comment-210088,2015-03-01 13:27:34
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),zpsaras,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97686#comment-212690,2015-03-02 18:15:41,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
"Although this does work, the Math module has a helper method that can convert radians to degrees. Makes it a bit more explicit than multiplying your variable by seemingly arbitrary values",calvinli (T),huypham,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90616#comment-205994,2015-02-12 20:32:45,"Although this does work, the Math module has a helper method that can convert radians to degrees. Makes it a bit more explicit than multiplying your variable by seemingly arbitrary values",calvinli (T),jorenl,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89919#comment-205947,2015-02-12 20:13:27
"For each test case, describe which partitions it falls under.",shikexue (T),hollandd,FilterTest (ps1),https://10.18.6.30/chunks/view/97525#comment-213073,2015-03-02 21:33:18,"For each test case, describe which partitions it falls under.",shikexue (T),stewarta,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97418#comment-212699,2015-03-02 18:19:11
"Can you always be guaranteed that 360 + turnAngle will be a positive number? If I'm not mistaken, atan2 has output in the range from -pi to pi; therefore, angleToTarget could have a minimum value of -90. If current heading is 350, then turnAngle will be -440. See this link for my reference: http://docs.oracle.com/javase/7/docs/api/java/lang/Math.html#atan2(double,%20double)",vtjeng (S),amva13,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91642#comment-203244,2015-02-11 09:32:38,"Can you always be guaranteed that 360 + turnAngle will be a positive number? If I'm not mistaken, atan2 has output in the range from -pi to pi; therefore, angleToTarget could have a minimum value of -90. If current heading is 350, then turnAngle will be -440. See this link for my reference: http://docs.oracle.com/javase/7/docs/api/java/lang/Math.html#atan2(double,%20double)",vtjeng (S),ajays235,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91840#comment-203237,2015-02-11 09:29:18
"possible bug. possible bug here. if deltaAngle is a very negative number, say -1040 degrees, then the if statement will only increment it to another negative number. To fix this, you should put a while loop (while deltaAngle<0) ",edenmark (S),lahuang4,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91487#comment-204176,2015-02-11 18:27:40,"possible bug here. if heading is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),peniel,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90249#comment-203650,2015-02-11 14:18:56
You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),kccandon,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91664#comment-205173,2015-02-12 01:57:15,You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),yzhang17,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90306#comment-205169,2015-02-12 01:53:29
Note that you are going couterclockwise here.,brishima (S),yzhang17,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90306#comment-203438,2015-02-11 11:59:40,Note that you are going couterclockwise here.,brishima (S),deldar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90339#comment-203430,2015-02-11 11:50:34
"Also check to make sure that the method isn't putting in extra users. Users may contain all of names, but they can also have extra names in the List. Please fix for all.",lyndat (S),lahuang4,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96026#comment-209108,2015-02-28 22:48:46,"Users may contain all of names, but they can also have extra names in the List. Please fix for all.",lyndat (S),peniel,ExtractTest (ps1),https://10.18.6.30/chunks/view/95441#comment-208987,2015-02-28 21:07:51
"Comment above your tests, explaining what partitions you are testing. I know the method name is sometimes self-explanatory, but it helps to do that as well.",atitus (S),deannah,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95599#comment-208619,2015-02-28 15:04:22,"Comment above your tests, explaining what partitions you are testing. I know the method name is sometimes self-explanatory, but it helps to do that as well.",atitus (S),emberley,ExtractTest (ps1),https://10.18.6.30/chunks/view/95802#comment-208553,2015-02-28 14:34:02
It would make it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than just the name of each test.,zengty (S),emberley,FilterTest (ps1),https://10.18.6.30/chunks/view/95804#comment-211103,2015-03-01 21:16:38,it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than your test name.,zengty (S),mfeffer,FilterTest (ps1),https://10.18.6.30/chunks/view/95826#comment-209038,2015-02-28 21:36:15
Annotate your test cases to see which partitions you're covering with each test case.,lahuang4 (S),deannah,FilterTest (ps1),https://10.18.6.30/chunks/view/95596#comment-208736,2015-02-28 16:38:55,Annotate your test cases to see which partitions you're covering with each test case.,lahuang4 (S),jlwass,ExtractTest (ps1),https://10.18.6.30/chunks/view/95000#comment-208693,2015-02-28 16:16:48
nice commenting!,cajubelt (S),chandani,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95359#comment-210772,2015-03-01 18:32:28,nice commenting!,cajubelt (S),ruisong,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89943#comment-203333,2015-02-11 10:47:35
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212991,2015-03-02 20:55:21,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212992,2015-03-02 20:55:22,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"Good use of library functions, I didn't know that existed.",dpchen (S),scb,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89368#comment-204511,2015-02-11 21:26:44,"This might unnecessary, since the spec only says that (0, 0) is the ""lower-left corner"" which isn't well-defined for more than 4 sides.",dpchen (S),adelarue,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91090#comment-204495,2015-02-11 21:21:16
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),defne,FilterTest (ps1),https://10.18.6.30/chunks/view/97966#comment-212702,2015-03-02 18:20:03,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-206421,2015-02-13 17:53:40,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),haoshen,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89225#comment-206411,2015-02-13 17:36:53
Remove the print statements you no longer need when you're submitting your final code.,lahuang4 (S),cavery,SocialNetwork (ps1),https://10.18.6.30/chunks/view/95928#comment-208668,2015-02-28 16:05:57,Remove the print statements you no longer need when you're submitting your final code.,lahuang4 (S),guezmike,ExtractTest (ps1),https://10.18.6.30/chunks/view/95791#comment-208634,2015-02-28 15:18:00
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),pcherner,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91344#comment-206426,2015-02-13 17:59:16,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-206421,2015-02-13 17:53:40
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212993,2015-03-02 20:55:33,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
Maybe change the name of the list because it gets a little confusing that the method and the list of the results of the method are given the same name ,liandrea (S),garzai,FilterTest (ps1),https://10.18.6.30/chunks/view/95269#comment-208644,2015-02-28 15:39:37,Maybe change the name of the list because it gets a little confusing that the method and the list of the results of the method are given the same name ,liandrea (S),padillap,FilterTest (ps1),https://10.18.6.30/chunks/view/96192#comment-208637,2015-02-28 15:30:29
"Read the spec for guessFollowsGraph carefully. It is underdetermined, which means that there are many correct implementations that still obey the spec. A number of your tests will fail against some correct implementations (for example, an implementation that considered ""A @mentions B"" as evidence that both ""A follows B"" and ""B follows A"" would obey the spec but fail your test).",shikexue (T),bosshua,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97484#comment-212710,2015-03-02 18:25:45,"Read the spec for guessFollowsGraph carefully. It is underdetermined, which means that there are many correct implementations that still obey the spec. This test will fail against some correct implementations (for example, an implementation that considered ""A @mentions B"" as evidence that both ""A follows B"" and ""B follows A"").",shikexue (T),kevchang,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97203#comment-212433,2015-03-02 15:49:46
"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc
",alexh95 (S),rrrahman,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/98071#comment-212583,2015-03-02 17:40:22,"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),arigreen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97407#comment-212349,2015-03-02 15:14:51
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),azrahman,ExtractTest (ps1),https://10.18.6.30/chunks/view/95320#comment-210581,2015-03-01 16:38:08,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),vye16,FilterTest (ps1),https://10.18.6.30/chunks/view/95694#comment-210575,2015-03-01 16:35:01
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is the value of the variable heading? What is the actual heading?,jpmccabe (T),jerop,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89412#comment-206429,2015-02-13 18:03:23,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),pcherner,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91344#comment-206426,2015-02-13 17:59:16
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212994,2015-03-02 20:55:43,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
maybe next time break the line to see it easier- might have gone off the page in eclipse.,ashwang (S),mcover,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91873#comment-203779,2015-02-11 15:35:42,"might have gone off the page in eclipse, maybe use ENTER to move it to the next line so you can see it easier.",ashwang (S),pcherner,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91335#comment-203770,2015-02-11 15:33:45
Break this code into several pieces and assign them to variables to improve readability.,osmanyc (S),smohan94,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90671#comment-204758,2015-02-11 23:09:05,Break this code into several pieces and assign them to variables to improve readability.,osmanyc (S),divyas,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90505#comment-204686,2015-02-11 22:42:31
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212995,2015-03-02 20:55:52,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. Therefore, setting the currentHeading to the return value doesn't make sense.",shikexue (T),garzai,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89786#comment-206440,2015-02-13 19:12:21,"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. Therefore, setting the currentHeading to the return value doesn't make sense.",shikexue (T),wjarvis,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91200#comment-206396,2015-02-13 15:54:07
Could this be more concise if you just call xCoords.get(i) in your calculateHeadingtoPoint instead of defining each first?,defne (S),padillap,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91774#comment-205322,2015-02-12 12:47:38,Could this be more concise if you just call xCoords.get(i) in your calculateHeadingtoPoint instead of defining each first?,defne (S),fcicileo,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90405#comment-205317,2015-02-12 12:43:08
It would also be nice to use variables to label what the xCoords.get(i) and yCoords.get(i) are so it makes sense to the code reader (e.g int targetX = xCoords.get(i) and int targetY = yCoords.get(i)),calvinli (T),huypham,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90616#comment-206002,2015-02-12 20:35:06,It would also be nice to use variables to label what the xCoords.get(i) and xCoords.get(i+1) are so it makes sense to the code reader (e.g int currentX = xCoords.get(i) and int targetX = xCoords.get(i+1)) That would also shorten the length of the line,calvinli (T),jorenl,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89919#comment-205954,2015-02-12 20:17:03
"Read the specifications for calculateHeadingToPoint carefully. The return value is the adjustment to the heading, but you're setting it to the newHeading. ",shikexue (T),tfh,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91564#comment-206443,2015-02-13 19:21:58,"Read the specifications for calculateHeadingToPoint carefully. The first argument should be the current heading, but it returns the adjustment to the heading. You pass in the last adjustment as the current heading, which isn't correct unless your heading is 0.",shikexue (T),eshirley,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90870#comment-206437,2015-02-13 18:37:07
